,video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,MOS,content,resolution,bitrate,bitrate_mu,AQ,is_AQ_test,level,reference,sureal,MOS_y,sureal_y,aDMOS,sureal_DMOS
224,CHMA-313-2_res1080_mu1200_sigma100_rate954_aqOn.yuv,73,73,54,72,46.0,40,90,43,78,76,95,,79,45,53,63,35,90,80,76,26,40,49,81,39,70,73,61,62,51,44,63,69,43,73,75,65,66,68,55,72.0,56,60,62.42857142857143,CHMA-313-2,1080p,954,1200,On,False,1080p_1200,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,61.92948790946148,81.13953488372093,80.24184061324254,18.710963455149496,18.312352703781066
225,CHMA-313-2_res2160_mu11200_sigma300_rate11194_aqOn.yuv,80,94,82,70,85.0,90,32,85,72,84,78,81.0,98,70,83,73,84,90,79,80,92,74,90,92,61,93,81,76,75,65,75,64,77,89,96,66,95,79,76,97,71.0,89,86,80.20930232558139,CHMA-313-2,2160p,11194,11200,On,False,2160p_11200,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.97375696021393,81.13953488372093,80.24184061324254,0.9302325581395365,1.2680836530286115
226,CHMA-313-2_res720_mu1500_sigma300_rate1682_aqOn.yuv,75,92,74,65,51.0,85,39,14,73,51,96,76.0,83,55,45,49,94,82,79,70,71,71,51,92,62,77,72,69,68,48,56,83,80,84,92,73,60,59,72,81,63.0,99,68,69.74418604651163,CHMA-313-2,720p,1682,1500,On,False,720p_1500,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.6769126379585,81.13953488372093,80.24184061324254,11.395348837209298,10.56492797528405
227,CHMA-313-2_res2160_mu3000_sigma300_rate3249_aqOn.yuv,59,86,74,65,72.0,80,50,26,79,85,84,67.0,89,50,59,64,54,81,72,65,52,64,80,92,64,70,89,73,72,58,57,41,75,85,90,45,77,74,72,67,65.0,98,76,69.69767441860465,CHMA-313-2,2160p,3249,3000,On,False,2160p_3000,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.48327060011638,81.13953488372093,80.24184061324254,11.441860465116278,10.75857001312616
228,CHMA-313-2_res2160_mu1000_sigma100_rate1044_aqOn.yuv,33,26,22,29,29.0,34,11,15,54,68,62,40.0,65,45,14,29,7,25,12,34,24,26,30,60,48,69,42,35,57,18,7,27,44,26,34,45,76,37,24,23,34.0,37,32,35.093023255813954,CHMA-313-2,2160p,1044,1000,On,False,2160p_1000,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,36.015213171921296,81.13953488372093,80.24184061324254,46.04651162790697,44.22662744132125
229,CHMA-313-2_res1080_mu5400_sigma300_rate5646_aqOn.yuv,81,91,52,70,,74,77,82,66,81,76,59.0,91,73,92,76,80,97,79,69,97,86,88,67,65,77,92,87,90,57,74,75,94,77,80,48,65,77,87,100,77.0,100,57,78.16666666666667,CHMA-313-2,1080p,5646,5400,On,False,1080p_5400,CHMA-313-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.8392083514043,81.13953488372093,80.24184061324254,2.9728682170542555,2.4026322618382494
230,MRSM-301_res1080_mu500_sigma100_rate475_aqOn.yuv,25,25,22,26,12.0,34,5,82,15,24,36,14.0,29,49,2,13,7,23,3,31,7,10,20,17,34,26,15,25,27,3,12,5,31,24,18,33,14,9,3,18,3.0,16,1,19.72093023255814,MRSM-301,1080p,475,500,On,False,1080p_500,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,19.61772352023236,78.76744186046511,78.28400513773595,59.04651162790697,58.666281617503586
231,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83,95,49,63,68.0,94,59,95,80,58,79,83.0,74,63,83,73,85,79,73,69,65,79,74,95,66,80,82,86,89,62,77,78,81,97,80,71,75,94,86,100,82.0,97,86,78.76744186046511,MRSM-301,2160p,100000,100000,On,False,2160p_100000,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.28400513773595,78.76744186046511,78.28400513773595,0.0,0.0
232,MRSM-301_res2160_mu1000_sigma100_rate1127_aqOn.yuv,44,42,17,50,38.0,24,23,65,48,21,47,55.0,59,36,30,28,37,27,8,40,29,13,26,41,38,44,41,37,38,26,19,29,30,28,38,37,29,27,18,50,34.0,39,9,33.93023255813954,MRSM-301,2160p,1127,1000,On,False,2160p_1000,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,34.675755362936385,78.76744186046511,78.28400513773595,44.837209302325576,43.60824977479956
233,MRSM-301_res600_mu800_sigma200_rate1060_aqOn.yuv,71,49,25,68,59.0,33,41,25,60,70,82,80.0,69,44,38,39,35,40,49,67,28,37,39,66,41,46,60,30,51,27,38,51,51,48,38,57,60,24,58,44,37.0,67,26,48.093023255813954,MRSM-301,600p,1060,800,On,False,600p_800,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,48.36805026900452,78.76744186046511,78.28400513773595,30.67441860465116,29.915954868731426
234,MRSM-301_res1080_mu1200_sigma100_rate1109_aqOn.yuv,56,31,36,66,41.0,57,31,67,22,61,60,48.0,74,43,38,46,28,37,21,49,26,30,36,49,41,52,44,32,58,24,45,36,53,28,24,37,51,36,65,54,41.0,35,14,42.395348837209305,MRSM-301,1080p,1109,1200,On,False,1080p_1200,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.02559673929593,78.76744186046511,78.28400513773595,36.37209302325581,35.25840839844002
235,MRSM-301_res720_mu1500_sigma300_rate1542_aqOn.yuv,79,73,48,64,62.0,58,40,30,68,72,53,68.0,79,62,54,40,37,75,19,50,45,49,38,73,56,63,66,54,53,32,52,58,69,64,67,49,70,46,62,63,49.0,66,79,57.06976744186046,MRSM-301,720p,1542,1500,On,False,720p_1500,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,57.46918201909128,78.76744186046511,78.28400513773595,21.69767441860465,20.814823118644668
236,MRSM-301_res2160_mu3000_sigma300_rate3297_aqOn.yuv,61,61,40,56,,73,49,79,77,71,62,80.0,77,71,64,60,62,88,23,70,69,67,68,91,51,81,60,65,64,34,64,53,91,78,77,64,74,93,84,74,79.0,67,74,67.76190476190476,MRSM-301,2160p,3297,3000,On,False,2160p_3000,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67.19240923426929,78.76744186046511,78.28400513773595,11.005537098560353,11.091595903466654
237,MRSM-301_res2160_mu11200_sigma300_rate11216_aqOn.yuv,89,100,73,64,71.0,78,75,72,68,70,54,72.0,80,64,82,77,75,80,76,78,64,83,52,95,60,82,85,77,71,55,73,81,83,87,72,70,66,85,99,100,76.0,100,84,76.69767441860465,MRSM-301,2160p,11216,11200,On,False,2160p_11200,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.00953470138103,78.76744186046511,78.28400513773595,2.0697674418604635,2.2744704363549175
238,MRSM-301_res1080_mu5400_sigma300_rate5519_aqOn.yuv,86,73,64,65,,66,75,85,74,89,62,80.0,64,51,81,63,75,100,74,67,85,77,53,92,63,75,77,72,80,58,68,79,75,94,69,36,70,50,71,83,63.0,100,87,73.11904761904762,MRSM-301,1080p,5519,5400,On,False,1080p_5400,MRSM-301_res2160_mu100000_sigma0_rate100000_aqOn.yuv,71.57095127821155,78.76744186046511,78.28400513773595,5.648394241417492,6.713053859524393
239,BTFB-01h41m55s_res600_mu800_sigma50_rate787_aqOff.yuv,45,37,40,50,25.0,35,34,60,48,58,91,77.0,60,49,29,36,16,30,42,36,37,34,40,43,43,56,64,47,45,35,32,58,66,59,52,43,52,39,56,56,45.0,60,66,47.116279069767444,BTFB-01h41m55s,600p,787,800,Off,True,600p_800,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,46.998926956310186,67.33333333333333,67.6617954824596,20.217054263565885,20.66286852614941
240,BTFB-01h41m55s_res1080_mu5400_sigma300_rate5685_aqOn.yuv,67,39,68,64,70.0,82,81,44,73,73,74,70.0,57,66,69,49,62,87,61,69,89,63,53,62,67,59,73,80,67,46,66,61,88,92,80,52,81,74,67,87,75.0,68,82,68.76744186046511,BTFB-01h41m55s,1080p,5685,5400,On,True,1080p_5400,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.80446331941387,67.33333333333333,67.6617954824596,-1.4341085271317837,-1.1426678369542742
241,BTFB-01h41m55s_res2160_mu3000_sigma300_rate2798_aqOff.yuv,74,38,41,76,43.0,42,37,70,76,68,64,66.0,83,37,43,48,51,80,50,42,37,41,41,48,60,62,69,73,46,52,61,38,77,85,55,54,73,51,35,73,59.0,91,84,58.0,BTFB-01h41m55s,2160p,2798,3000,Off,True,2160p_3000,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,58.20011981707918,67.33333333333333,67.6617954824596,9.333333333333329,9.461675665380419
242,BTFB-01h41m55s_res600_mu800_sigma50_rate787_aqOn.yuv,59,38,50,47,,72,28,27,48,73,52,68.0,51,48,34,48,39,62,28,45,27,27,37,49,40,82,51,50,43,39,41,37,57,64,48,40,69,27,76,34,45.0,71,30,47.642857142857146,BTFB-01h41m55s,600p,787,800,On,True,600p_800,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,47.496510480538646,67.33333333333333,67.6617954824596,19.690476190476183,20.16528500192095
243,BTFB-01h41m55s_res720_mu1500_sigma100_rate1409_aqOn.yuv,74,26,46,47,33.0,68,18,75,62,77,79,65.0,60,48,27,48,32,25,49,57,49,49,54,58,56,65,69,74,57,68,57,55,58,85,60,66,52,44,65,55,52.0,64,82,56.04651162790697,BTFB-01h41m55s,720p,1409,1500,On,True,720p_1500,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,56.58125629235834,67.33333333333333,67.6617954824596,11.286821705426355,11.080539190101256
244,BTFB-01h41m55s_res1080_mu500_sigma100_rate386_aqOn.yuv,28,12,24,49,,20,14,7,45,46,35,,32,49,7,34,16,16,1,21,15,7,13,1,37,19,29,29,18,1,10,15,12,50,18,31,7,8,3,32,30.0,1,19,21.0,BTFB-01h41m55s,1080p,386,500,On,True,1080p_500,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,23.566024108159706,67.33333333333333,67.6617954824596,46.33333333333333,44.095771374299886
245,BTFB-01h41m55s_res720_mu1500_sigma100_rate1409_aqOff.yuv,52,43,44,38,31.0,36,27,75,47,60,66,71.0,61,47,42,56,35,19,44,49,34,36,54,50,60,67,76,60,55,53,62,58,76,58,61,56,27,56,61,60,46.0,70,44,51.69767441860465,BTFB-01h41m55s,720p,1409,1500,Off,True,720p_1500,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,52.680730095749496,67.33333333333333,67.6617954824596,15.63565891472868,14.9810653867101
246,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,35,37,62,54,,80,68,67,64,58,75,62.0,81,72,83,50,85,71,55,66,49,67,57,59,64,63,86,59,75,49,67,83,98,79,79,45,71,86,49,80,94.0,65,79,67.33333333333333,BTFB-01h41m55s,2160p,100000,100000,On,True,2160p_100000,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67.6617954824596,67.33333333333333,67.6617954824596,0.0,0.0
247,BTFB-01h41m55s_res2160_mu1000_sigma100_rate1051_aqOn.yuv,17,49,29,37,20.0,59,39,8,33,60,18,45.0,57,31,28,28,46,22,28,44,24,26,29,9,40,42,31,36,43,21,29,54,60,53,68,34,6,25,24,42,42.0,33,35,34.97674418604651,BTFB-01h41m55s,2160p,1051,1000,On,True,2160p_1000,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,36.49730541540222,67.33333333333333,67.6617954824596,32.35658914728682,31.16449006705738
248,BTFB-01h41m55s_res1080_mu1200_sigma100_rate1459_aqOff.yuv,69,49,50,75,37.0,37,36,63,56,74,81,68.0,80,54,50,53,20,70,23,52,45,20,45,39,58,57,53,63,59,41,42,48,77,65,67,62,68,51,55,73,47.0,96,58,55.48837209302326,BTFB-01h41m55s,1080p,1459,1200,Off,True,1080p_1200,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.34748657802157,67.33333333333333,67.6617954824596,11.84496124031007,12.314308904438029
249,BTFB-01h41m55s_res2160_mu3000_sigma300_rate2798_aqOn.yuv,77,49,53,59,,76,51,44,58,65,73,69.0,75,44,73,54,53,84,45,41,39,24,54,37,60,68,74,59,57,41,45,44,57,86,71,62,84,74,63,73,69.0,64,81,60.214285714285715,BTFB-01h41m55s,2160p,2798,3000,On,True,2160p_3000,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.35861479425738,67.33333333333333,67.6617954824596,7.119047619047613,8.303180688202218
250,BTFB-01h41m55s_res1080_mu1200_sigma100_rate1459_aqOn.yuv,65,38,52,64,55.0,64,35,81,76,64,76,67.0,63,35,48,48,45,71,59,63,54,44,58,32,63,78,53,61,64,42,60,71,61,74,67,62,69,56,57,74,54.0,70,66,59.51162790697674,BTFB-01h41m55s,1080p,1459,1200,On,True,1080p_1200,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.44728298175906,67.33333333333333,67.6617954824596,7.821705426356587,8.214512500700536
251,BTFB-01h41m55s_res2160_mu11200_sigma300_rate11259_aqOn.yuv,77,81,59,58,,89,38,65,71,76,63,74.0,81,65,72,48,71,82,45,70,55,71,66,53,67,87,82,78,73,52,75,74,97,76,82,41,62,79,60,93,79.0,61,77,69.64285714285714,BTFB-01h41m55s,2160p,11259,11200,On,True,2160p_11200,BTFB-01h41m55s_res2160_mu100000_sigma0_rate100000_aqOn.yuv,70.68045544396439,67.33333333333333,67.6617954824596,-2.30952380952381,-3.0186599615047953
252,CHMA-101_res2160_mu11200_sigma300_rate10762_aqOn.yuv,85,54,79,83,90.0,91,43,68,53,79,68,86.0,92,73,96,81,81,92,25,74,80,66,79,89,64,77,82,92,80,68,81,46,93,83,94,69,87,58,90,85,75.0,100,88,77.18604651162791,CHMA-101,2160p,10762,11200,On,False,2160p_11200,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.30519364919225,79.11627906976744,78.38386980151738,1.9302325581395365,1.07867615232513
253,CHMA-101_res1080_mu1200_sigma100_rate1219_aqOn.yuv,70,39,27,46,27.0,46,6,14,48,48,65,31.0,51,51,41,27,40,53,25,39,36,28,37,59,32,42,61,43,48,43,34,31,43,27,37,43,51,33,56,48,45.0,35,78,41.48837209302326,CHMA-101,1080p,1219,1200,On,False,1080p_1200,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,41.43721975749472,79.11627906976744,78.38386980151738,37.627906976744185,36.94665004402266
254,CHMA-101_res2160_mu3000_sigma300_rate3316_aqOn.yuv,72,34,57,50,,56,32,28,68,82,60,83.0,55,49,42,49,65,61,57,41,50,48,45,49,42,65,74,49,60,41,42,55,64,29,76,29,74,28,81,41,62.0,67,77,54.5,CHMA-101,2160p,3316,3000,On,False,2160p_3000,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,54.52257067268883,79.11627906976744,78.38386980151738,24.616279069767444,23.86129912882855
255,CHMA-101_res2160_mu1000_sigma100_rate1126_aqOn.yuv,30,37,20,37,,36,6,32,42,40,52,33.0,39,27,25,27,17,18,1,32,25,24,42,38,21,22,30,14,32,3,19,16,38,10,41,33,23,6,19,9,15.0,43,9,25.785714285714285,CHMA-101,2160p,1126,1000,On,False,2160p_1000,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,25.6567321096244,79.11627906976744,78.38386980151738,53.33056478405316,52.72713769189298
256,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75,76,85,69,87.0,85,46,86,76,81,86,84.0,81,69,98,77,68,94,72,89,100,75,88,48,69,80,79,94,79,66,60,58,95,75,85,70,82,75,95,97,70.0,100,78,79.11627906976744,CHMA-101,2160p,100000,100000,On,False,2160p_100000,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.38386980151738,79.11627906976744,78.38386980151738,0.0,0.0
257,CHMA-101_res1080_mu5400_sigma300_rate5808_aqOn.yuv,83,72,75,91,66.0,87,65,50,77,78,80,,88,63,76,67,74,85,97,75,72,74,90,76,64,83,78,74,79,51,73,68,86,77,83,65,83,69,90,93,74.0,100,80,76.92857142857143,CHMA-101,1080p,5808,5400,On,False,1080p_5400,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.82190023992169,79.11627906976744,78.38386980151738,2.1877076411960132,1.5619695615956886
258,CHMA-101_res600_mu800_sigma200_rate461_aqOn.yuv,65,26,13,41,,30,5,81,19,44,38,40.0,35,26,11,17,25,7,1,23,6,10,31,13,22,41,25,14,35,2,12,20,42,12,32,30,1,19,9,26,19.0,28,32,24.476190476190474,CHMA-101,600p,461,800,On,False,600p_800,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,23.784339734357665,79.11627906976744,78.38386980151738,54.64008859357697,54.59953006715971
259,CHMA-101_res1080_mu500_sigma100_rate632_aqOn.yuv,32,25,22,34,20.0,40,1,64,24,52,29,37.0,34,26,25,27,21,17,7,43,12,25,35,14,25,29,28,23,37,1,7,15,45,12,13,27,10,12,37,33,8.0,35,25,25.302325581395348,CHMA-101,1080p,632,500,On,False,1080p_500,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,25.173974571317,79.11627906976744,78.38386980151738,53.81395348837209,53.209895230200374
260,CHMA-101_res720_mu1500_sigma300_rate1826_aqOn.yuv,66,47,31,57,55.0,41,40,52,57,75,61,65.0,69,62,38,37,26,62,29,50,24,38,67,76,42,57,58,68,61,23,44,37,59,28,60,33,52,49,66,70,44.0,77,22,50.58139534883721,CHMA-101,720p,1826,1500,On,False,720p_1500,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.41408528118862,79.11627906976744,78.38386980151738,28.53488372093023,26.96978452032876
261,CARE-2_res2160_mu11200_sigma300_rate11440_aqOn.yuv,77,49,52,62,45.0,66,27,26,63,76,70,59.0,64,62,53,59,72,84,29,58,40,39,44,38,58,56,67,66,71,64,56,79,72,69,75,37,44,67,63,74,45.0,44,25,56.883720930232556,CARE-2,2160p,11440,11200,On,False,2160p_11200,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,58.91202848868024,58.80952380952381,57.690896439483,1.925802879291254,-1.2211320491972444
262,CARE-2_res1080_mu5400_sigma300_rate4886_aqOn.yuv,49,72,43,70,28.0,55,51,58,71,77,85,73.0,73,41,34,58,49,76,69,62,27,49,42,50,57,68,72,61,43,46,53,70,76,73,67,55,62,68,63,59,58.0,56,78,59.23255813953488,CARE-2,1080p,4886,5400,On,False,1080p_5400,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.23497244427004,58.80952380952381,57.690896439483,-0.4230343300110704,-1.544076004787044
263,CARE-2_res2160_mu3000_sigma300_rate2565_aqOn.yuv,71,74,36,42,25.0,45,44,78,76,75,83,52.0,70,41,10,49,50,72,18,39,29,37,41,40,61,30,42,44,63,41,33,51,61,63,54,42,77,61,54,41,58.0,63,20,50.13953488372093,CARE-2,2160p,2565,3000,On,False,2160p_3000,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,50.22821824274651,58.80952380952381,57.690896439483,8.669988925802883,7.462678196736491
264,CARE-2_res1080_mu1200_sigma100_rate1214_aqOn.yuv,67,74,35,54,,67,40,26,66,77,83,,67,42,3,48,44,79,55,48,26,43,60,51,39,76,43,55,52,48,55,40,77,62,42,65,49,75,63,54,77.0,59,43,54.36585365853659,CARE-2,1080p,1214,1200,On,False,1080p_1200,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,54.63344312142223,58.80952380952381,57.690896439483,4.443670150987224,3.057453318060766
265,CARE-2_res720_mu1500_sigma300_rate1229_aqOn.yuv,57,62,28,65,34.0,51,27,46,42,77,67,65.0,66,51,35,63,47,81,29,54,40,49,54,51,57,69,50,57,51,26,63,54,73,61,57,51,24,52,69,63,69.0,52,83,54.0,CARE-2,720p,1229,1500,On,False,720p_1500,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,54.745036115931605,58.80952380952381,57.690896439483,4.80952380952381,2.9458603235513934
266,CARE-2_res600_mu800_sigma200_rate1014_aqOn.yuv,72,39,33,62,45.0,43,21,40,63,85,73,76.0,85,56,32,53,48,89,62,38,68,49,35,25,47,52,74,48,59,57,66,66,48,62,46,60,37,72,70,32,35.0,62,69,54.74418604651163,CARE-2,600p,1014,800,On,False,600p_800,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.56135523458766,58.80952380952381,57.690896439483,4.065337763012181,2.1295412048953395
267,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,71,41,57,49.0,72,64,62,43,59,81,61.0,54,49,35,42,57,83,74,37,58,49,29,35,60,66,82,67,65,47,24,63,78,82,96,56,60,72,35,67,,54,66,58.80952380952381,CARE-2,2160p,100000,100000,On,False,2160p_100000,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,57.690896439483,58.80952380952381,57.690896439483,0.0,0.0
268,CARE-2_res2160_mu1000_sigma100_rate971_aqOn.yuv,40,12,18,32,8.0,33,2,24,20,29,22,49.0,42,14,18,18,1,25,1,20,11,4,29,46,18,15,24,14,29,28,10,16,35,36,40,44,3,7,19,29,21.0,22,13,21.88372093023256,CARE-2,2160p,971,1000,On,False,2160p_1000,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,21.96175232119637,58.80952380952381,57.690896439483,36.925802879291254,35.72914411828663
269,CARE-2_res1080_mu500_sigma100_rate539_aqOn.yuv,70,25,26,54,,31,19,50,34,40,61,56.0,52,26,17,22,32,64,26,55,49,21,49,48,36,55,29,33,34,21,12,22,29,37,45,36,13,31,35,37,43.0,17,60,36.95238095238095,CARE-2,1080p,539,500,On,False,1080p_500,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,35.77415111837808,58.80952380952381,57.690896439483,21.85714285714286,21.91674532110492
270,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83,88,86,71,,91,76,95,81,89,74,87.0,81,49,96,73,87,93,97,80,100,93,66,90,62,81,82,68,77,85,91,77,85,83,83,64,92,85,94,95,86.0,100,100,83.71428571428571,EXPA-510-1,2160p,100000,100000,On,False,2160p_100000,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.5240952386367,83.71428571428571,81.5240952386367,0.0,0.0
271,EXPA-510-1_res2160_mu11200_sigma300_rate11369_aqOn.yuv,81,95,74,81,64.0,94,83,48,84,62,90,81.0,91,69,77,75,78,96,72,68,77,66,49,79,63,76,82,75,79,56,94,95,79,96,76,67,74,82,95,99,82.0,100,84,78.79069767441861,EXPA-510-1,2160p,11369,11200,On,False,2160p_11200,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.25109909747867,83.71428571428571,81.5240952386367,4.923588039867099,2.272996141158032
272,EXPA-510-1_res2160_mu3000_sigma300_rate3104_aqOn.yuv,82,58,87,71,50.0,78,97,49,85,89,77,,79,82,97,78,92,73,71,65,52,61,73,70,59,62,78,69,73,69,79,83,80,100,90,59,81,81,97,100,89.0,100,87,77.42857142857143,EXPA-510-1,2160p,3104,3000,On,False,2160p_3000,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,77.49125073846137,83.71428571428571,81.5240952386367,6.285714285714278,4.0328445001753295
273,EXPA-510-1_res1080_mu1200_sigma100_rate1196_aqOn.yuv,78,70,46,81,59.0,54,49,34,76,87,90,76.0,75,62,42,61,77,83,47,58,67,63,45,95,59,78,62,73,33,65,68,37,74,80,82,62,62,57,75,69,72.0,74,81,66.0,EXPA-510-1,1080p,1196,1200,On,False,1080p_1200,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,65.67670329346393,83.71428571428571,81.5240952386367,17.714285714285708,15.847391945172774
274,EXPA-510-1_res1080_mu5400_sigma300_rate5269_aqOn.yuv,89,84,62,75,86.0,92,74,73,73,79,95,74.0,85,67,71,71,66,75,70,64,100,71,72,59,68,80,74,66,61,66,80,80,78,97,82,70,67,62,87,96,73.0,80,100,76.6046511627907,EXPA-510-1,1080p,5269,5400,On,False,1080p_5400,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,75.64364849236179,83.71428571428571,81.5240952386367,7.109634551495006,5.880446746274913
275,EXPA-510-1_res600_mu800_sigma200_rate807_aqOn.yuv,74,49,71,68,,53,49,65,76,75,88,80.0,72,49,41,67,42,61,69,58,40,53,50,73,61,80,57,54,54,66,49,67,64,86,72,61,71,51,95,69,47.0,80,66,63.642857142857146,EXPA-510-1,600p,807,800,On,False,600p_800,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,62.62037727424851,83.71428571428571,81.5240952386367,20.071428571428562,18.903717964388193
276,EXPA-510-1_res2160_mu1000_sigma100_rate970_aqOn.yuv,74,49,43,64,35.0,49,17,41,49,30,73,63.0,64,49,33,50,43,36,49,63,61,68,44,50,36,41,69,37,27,38,31,28,37,66,36,33,39,53,75,59,23.0,54,37,46.883720930232556,EXPA-510-1,2160p,970,1000,On,False,2160p_1000,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,46.949754192624766,83.71428571428571,81.5240952386367,36.83056478405315,34.57434104601194
277,EXPA-510-1_res720_mu1500_sigma300_rate1736_aqOn.yuv,80,78,59,79,,87,77,72,84,72,67,75.0,82,49,78,60,56,95,74,73,75,70,68,71,57,74,72,54,78,47,79,58,67,99,67,65,73,83,95,79,73.0,98,81,73.33333333333333,EXPA-510-1,720p,1736,1500,On,False,720p_1500,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,71.99034094016181,83.71428571428571,81.5240952386367,10.38095238095238,9.53375429847489
278,EXPA-510-1_res1080_mu500_sigma100_rate598_aqOn.yuv,60,43,44,48,32.0,68,53,58,69,72,97,55.0,69,36,26,53,53,61,29,65,32,36,52,47,40,74,60,46,48,47,42,61,47,49,47,42,73,42,83,60,40.0,76,55,53.25581395348837,EXPA-510-1,1080p,598,500,On,False,1080p_500,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,52.5781166018819,83.71428571428571,81.5240952386367,30.458471760797337,28.945978636754802
279,CHEM_res2160_mu11200_sigma300_rate11288_aqOn.yuv,79,60,60,79,66.0,72,50,77,80,70,67,75.0,70,62,79,76,32,96,74,36,56,68,52,71,53,59,75,52,72,90,65,75,91,78,90,41,72,79,96,73,72.0,100,40,69.30232558139535,CHEM,2160p,11288,11200,On,False,2160p_11200,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.44164248801587,66.53488372093024,66.1343358346154,-2.7674418604651123,-2.307306653400474
280,CHEM_res1080_mu500_sigma100_rate772_aqOn.yuv,33,26,19,54,16.0,25,3,34,36,31,24,46.0,43,25,7,26,16,14,23,37,1,26,22,43,35,34,41,10,30,8,24,32,34,25,26,23,16,19,19,33,26.0,42,9,25.953488372093023,CHEM,1080p,772,500,On,False,1080p_500,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,27.13428939014446,66.53488372093024,66.1343358346154,40.58139534883722,39.00004644447094
